;m_Ra;std_Ra;m_Rq;std_Rq;m_Rz;std_Rz;m_Rmax;std_Rmax;m_Rsm;std_Rsm;m_Rsk;std_Rsk;m_Rku;std_Rku;m_WDt;std_WDt;m_WDsm;std_WDsm;m_WDc;std_WDc
0;10,304;2,996;17,900;7,816;219,923;149,320;219,923;149,320;2830,793;2679,864;1,356;3,463;28,917;34,634;526,850;377,067;3215,829;3752,583;526,850;377,067
